PID,Step,Dispatch,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime,xi.step,xi.totProcTime,xi.totWrm
1,0,0.0.0,1,429,0,26,0,26,0,0,26,26,0,0,0,1,1,148,104,148,104,1,975,975
1,0,1.0.0,0,429,0,18,0,18,0,0,18,18,0,0,0,1,1,342,104,342,104,1,975,975
1,0,2.0.0,0,429,0,20,0,20,0,0,20,20,0,0,0,1,1,231,104,231,104,1,975,975
1,0,3.3.0,0,429,0,13,0,13,0,0,13,13,0,0,0,1,1,254,129,254,129,1,975,975
1,1,0.1.26,1,429,0,25,26,51,26,0,51,51,-26,26,26,2,1,122,217,148,217,2,975,949
1,1,1.0.26,0,429,0,18,26,44,0,26,44,44,0,0,0,1,2,342,78,342,104,2,975,949
1,1,2.0.26,0,429,0,20,26,46,0,26,46,46,0,0,0,1,2,231,78,231,104,2,975,949
1,1,3.3.0,0,429,0,13,0,13,0,0,13,26,0,0,0,1,1,254,129,254,129,2,975,949
1,2,0.2.51,1,465,1,40,51,91,51,0,91,91,-51,51,77,3,1,97,204,148,204,3,975,924
1,2,1.0.26,0,429,0,18,26,44,0,26,44,51,0,0,26,1,2,342,78,342,104,3,975,924
1,2,2.0.26,0,429,0,20,26,46,0,26,46,51,0,0,26,1,2,231,78,231,104,3,975,924
1,2,3.3.0,0,429,0,13,0,13,0,0,13,51,0,0,26,1,1,254,129,254,129,3,975,924
1,3,0.3.91,0,465,0,15,91,106,91,0,106,106,-91,91,168,4,1,57,129,148,129,4,975,884
1,3,1.0.26,0,465,0,18,26,44,0,26,44,91,0,0,77,1,2,342,78,342,104,4,975,884
1,3,2.0.26,1,465,0,20,26,46,0,26,46,91,0,0,77,1,2,231,78,231,104,4,975,884
1,3,3.3.0,0,465,0,13,0,13,0,0,13,91,0,0,77,1,1,254,129,254,129,4,975,884
1,4,0.3.91,0,465,0,15,91,106,91,0,106,106,-91,91,168,4,1,57,129,148,129,5,975,864
1,4,1.0.46,0,465,0,18,46,64,0,46,64,91,0,0,77,1,3,342,58,342,104,5,975,864
1,4,2.2.91,1,488,1,23,91,114,46,45,114,114,0,51,77,2,2,211,164,231,204,5,975,864
1,4,3.3.0,0,465,0,13,0,13,0,0,13,91,0,0,77,1,1,254,129,254,129,5,975,864
1,5,0.3.91,0,488,0,15,91,106,91,0,106,114,-91,91,168,4,1,57,129,148,129,6,975,841
1,5,1.0.46,0,488,0,18,46,64,0,46,64,114,0,0,77,1,3,342,58,342,104,6,975,841
1,5,2.1.114,1,497,1,59,114,173,114,0,173,173,-63,89,140,3,2,188,192,231,217,6,975,841
1,5,3.3.0,0,488,0,13,0,13,0,0,13,114,0,0,77,1,1,254,129,254,129,6,975,841
1,6,0.3.91,0,497,0,15,91,106,91,0,106,173,-91,91,231,4,1,57,129,148,129,7,975,782
1,6,1.0.46,0,497,0,18,46,64,0,46,64,173,0,0,140,1,3,342,58,342,104,7,975,782
1,6,2.3.173,1,497,0,33,173,206,173,0,206,206,-173,173,313,4,1,129,129,231,129,7,975,782
1,6,3.3.0,0,497,0,13,0,13,0,0,13,173,0,0,140,1,1,254,129,254,129,7,975,782
1,7,0.3.91,0,497,0,15,91,106,91,0,206,206,15,158,298,4,2,57,96,148,129,8,975,749
1,7,1.0.46,0,497,0,18,46,64,0,46,64,206,0,0,313,1,3,342,58,342,104,8,975,749
1,7,2.4.206,1,497,0,96,206,302,206,0,302,302,-206,206,519,5,1,96,321,231,321,8,975,749
1,7,3.3.0,0,497,0,13,0,13,0,0,206,206,13,160,300,1,2,254,96,254,129,8,975,749
1,8,0.3.91,0,497,0,15,91,106,91,0,206,302,15,158,504,4,2,57,96,148,129,9,975,653
1,8,1.0.46,1,497,0,18,46,64,0,46,64,302,0,0,519,1,3,342,58,342,104,9,975,653
