PID,Step,Followed,ResultingOptMakespan,Rank,phi.proc,phi.startTime,phi.endTime,phi.arrival,phi.wait,phi.macFree,phi.makespan,phi.reducedSlack,phi.macSlack,phi.allSlack,phi.jobOps,phi.macOps,phi.jobWrm,phi.macWrm,phi.jobTotProcTime,phi.macTotProcTime
1,0,1,-7,-1,-33,0,-33,0,0,-33,-33,0,0,0,0,0,-170,0,-170,0
1,0,1,7,1,33,0,33,0,0,33,33,0,0,0,0,0,170,0,170,0
1,0,0,-7,-1,-24,0,-24,0,0,-24,-24,0,0,0,0,0,-116,0,-116,0
1,0,0,7,1,24,0,24,0,0,24,24,0,0,0,0,0,116,0,116,0
1,0,0,-7,-1,-27,0,-27,0,0,-27,-27,0,0,0,0,0,-135,0,-135,0
1,0,0,7,1,27,0,27,0,0,27,27,0,0,0,0,0,135,0,135,0
1,0,0,-7,-1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-19,0,-19,0
1,0,0,7,1,4,0,4,0,0,4,4,0,0,0,0,0,19,0,19,0
1,0,0,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,-8,0
1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
1,1,1,-4,-1,-33,0,-33,56,-56,-33,-33,-56,56,56,1,-1,-226,65,-170,9
1,1,1,4,1,33,0,33,-56,56,33,33,56,-56,-56,-1,1,226,-65,170,-9
1,1,0,-4,-1,-24,0,-24,0,0,-24,-24,0,0,0,0,0,-116,0,-116,0
1,1,0,4,1,24,0,24,0,0,24,24,0,0,0,0,0,116,0,116,0
1,1,0,-4,-1,-27,0,-27,0,0,-27,-27,0,0,0,0,0,-135,0,-135,0
1,1,0,4,1,27,0,27,0,0,27,27,0,0,0,0,0,135,0,135,0
1,1,0,-4,-1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-19,0,-19,0
1,1,0,4,1,4,0,4,0,0,4,4,0,0,0,0,0,19,0,19,0
1,1,0,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,-8,0
1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
1,2,1,-4,-1,-30,56,26,112,-56,26,26,-112,112,112,2,-1,-282,71,-170,15
1,2,1,4,1,30,-56,-26,-112,56,-26,-26,112,-112,-112,-2,1,282,-71,170,-15
1,2,0,-4,-1,-24,0,-24,0,0,-24,-24,0,0,0,0,0,-116,0,-116,0
1,2,0,4,1,24,0,24,0,0,24,24,0,0,0,0,0,116,0,116,0
1,2,0,-4,-1,-27,0,-27,0,0,-27,-27,0,0,0,0,0,-135,0,-135,0
1,2,0,4,1,27,0,27,0,0,27,27,0,0,0,0,0,135,0,135,0
1,2,0,-4,-1,-4,0,-4,0,0,-4,-4,0,0,0,0,0,-19,0,-19,0
1,2,0,4,1,4,0,4,0,0,4,4,0,0,0,0,0,19,0,19,0
1,2,0,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,-8,0
1,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0
1,3,1,-4,-1,-36,115,79,171,-56,79,53,-171,171,171,3,-1,-341,69,-170,13
